type,text
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  #  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
ham,I've got it down to a tea. not sure which flavour
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
ham,Don know..he is watching film in computer..
ham,Hi darlin did youPhone me? Im atHome if youwanna chat.
ham,There's someone here that has a year  #  toyota camry like mr olayiwola's own. Mileage is  # k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
ham,Glad to see your reply.
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their suppliers, just as a shop has to give a guarantee on what they sell. B. G."
ham,(You didn't hear it from me)
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  # g wifi ipad. And what are you saying about the about the  # g?
ham,i am going to bed now prin
ham,Who u talking about?
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams & Life is empty without frnds.. So Alwys Be In Touch. Good night & sweet dreams
ham,What time is ur flight tmr?
ham,What your plan for pongal?
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,Yes see ya not on the dot
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 
ham,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly what i want to do, not what i need to do."
ham,I like to think there's always the possibility of being in a pub later.
ham,No. I dont want to hear anything
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is #
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
ham,"Nah man, my car is meant to be crammed full of people"
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
ham,"yeah, that's what I was thinking"
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
ham,I can make lasagna for you... vodka...
ham,When should I come over?
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
ham,Hey tmr meet at bugis 930 ?
ham,Where are you ? You said you would be here when I woke ... :-(
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
ham,G.W.R
ham,K:)all the best:)congrats...
ham,Gokila is talking with you aha:)
ham,Thx. All will be well in a few months
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,& I promise I'll bring back ur smile.:-)"
ham,* Am on my way
ham,Still in customer place
ham,"Sir Goodmorning, Once free call me."
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
ham,That was random saw my old roomate on campus. He graduated
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
ham,I think steyn surely get one wicket:)
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ # .
ham,I keep ten rs in my shelf:) buy two egg.
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola."
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  #  and up
ham,Hahaha..use your brain dear
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed & Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
ham,"Are you being good, baby? :)"
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
ham,Excellent! Wish we were together right now!
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together & fuelled by love & concern prior 2 her grief & pain. Pls join in dis chain & pass it. STOP VIOLENCE AGAINST WOMEN."
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
ham,Hurry home. Soup is DONE!
ham,"I'll see, but prolly yeah"
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 
ham,My battery is low babe
ham,Any pain on urination any thing else?
ham,"Dear, take care. I am just reaching home.love u a lot."
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,Kothi print out marandratha.
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,Jus finish blowing my hair. U finish dinner already?
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve.."
spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,Ok.
ham,And by when you're done I mean now
ham,I just saw ron burgundy captaining a party boat so yeah
ham,"sorry, no, have got few things to do. may be in pub later."
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
spam,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
ham,U wan 2 haf lunch i'm in da canteen now.
spam,3. You have received your mobile content. Enjoy
ham,Er mw im filled tuth is aight
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
ham,Like a personal sized or what
ham,"Hi, can i please get a  #  dollar loan from you. I.ll pay you back by mid february. Pls."
ham,Okie...
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
ham,Why you Dint come with us.
ham,Havent shopping now lor i juz arrive only
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
ham,"Awesome, that gonna be soon or later tonight?"
ham,I cant pick the phone right now. Pls send a message
ham,Not to worry. I'm sure you'll get it.
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
spam,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,We can go 4 e normal pilates after our intro...  
ham,K..k..i'm also fine:)when will you complete the course?
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,They did't play one day last year know even though they have very good team.. Like india.
ham,IM GONNA MISS U SO MUCH
ham,Orh i tot u say she now still dun believe.
ham,That seems unnecessarily hostile
ham,It's ok i wun b angry. Msg u aft i come home tonight.
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
ham,X2  # . Are you going to get that
ham,One small prestige problem now.
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,i felt so...not any conveying reason.. Ese he... What about me?
ham,Actually I decided I was too hungry so I haven't left yet :V
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
ham,Hello madam how are you ?
ham,if you aren't here in the next  #  hours imma flip my lid
ham,"K, wait chikku..il send aftr  # mins"
ham,Mathews or tait or edwards or anderson
ham,"Princess, i like to make love  #  times per night. Hope thats not a problem!"
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
ham,Huh means computational science... Y they like dat one push here n there...
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
ham,Cramps stopped. Going back to sleep
ham,But we havent got da topic yet rite?
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack"
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
ham,Ok then no need to tell me anything i am going to sleep good night
ham,So i asked how's anthony. Dad. And your bf
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm... I love you too, my Lion ... *devouring kiss from across the sea*"
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham,No. I meant the calculation is the same. That  # units at  # . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
ham,Its a big difference.  #  versus  #  every  # hrs
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
ham,Oic... Then better quickly go bathe n settle down...
ham,She's fine. Sends her greetings
ham,When you came to hostel.
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,"Yup, leaving right now, be back soon"
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
ham,Two teams waiting for some players
ham,Some of them told accenture is not confirm. Is it true.
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
ham,Great comedy..cant stop laughing da:)
ham,Go fool dont cheat others ok
ham,Please tell me you have some of that special stock you were talking about
ham,Check with nuerologist.
ham,"Solve d Case : A Man Was Found Murdered On  DECIMAL . #  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,Ha... U jus ate honey ar? So sweet...
ham,Otherwise had part time job na-tuition..
ham,You still around? I could use a half-8th
ham,Y u wan to go there? C doctor?
ham,Good night my dear.. Sleepwell&Take care
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,"Pity, * was in mood for that. So...any other suggestions?"
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,I have a rather prominent bite mark on my right cheek
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,Ok no prob. Take ur time.
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,Did you get any gift? This year i didnt get anything. So bad
ham,"Carlos took a while (again), we leave in a minute"
ham,I'm also came to room.
ham,Anytime lor...
ham,Thanx a lot...
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
ham,WOT U WANNA DO THEN MISSY?
ham,"Watching cartoon, listening music & at eve had to go temple & church.. What about u?"
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
ham,Mm yes dear look how i am hugging you both. :-P
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
ham,Were trying to find a Chinese food place around here
ham,Went fast asleep dear.take care.
ham,I didn't get the second half of that message
ham,Ok. I asked for money how far
ham,"I'm back, lemme know when you're ready"
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,YO YO YO BYATCH WHASSUP?
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
ham,I am late. I will be there at
ham,Dunno y u ask me.
ham,So that takes away some money worries
ham,Really do hope the work doesnt get stressful. Have a gr8 day.
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
ham,No let me do the math. Your not good at it.
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
ham,Please tell me not all of my car keys are in your purse
ham,Also where's the piece
spam,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
ham,Its good to hear from you
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
ham,Oh ho. Is this the first time u use these type of words
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
ham,Is there any training tomorrow?
ham,I meant as an apology from me for texting you to get me drugs at  # at night
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
ham,HARD BUT TRUE: How much you show &  express your love to someone....that much it will hurt when they leave you or you get seperated...!éˆ¥”¾??ã€¨ud evening...
ham,Your bill at 3 is £33.65 so thats not bad!
ham,No no:)this is kallis home ground.amla home town is durban:)
ham,Rofl betta invest in some  anti aging products
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
ham,u come lt 25 n pass to me lar
ham,I'm wif him now buying tix lar...
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if u leaving earlier or wat mah cos mayb u haf to walk v far...
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
ham,Yup. Thk of u oso boring wat.
ham,In da car park 
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
ham,No calls..messages..missed calls
ham,I dont understand your message.
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
ham,I tot u reach liao. He said t-shirt.
ham,Well i know Z will take care of me. So no worries.
ham,Then u go back urself lor...
ham,Are you planning to come chennai?
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. "
ham,Hmmm.but you should give it on one day..
ham,Good morning princess! How are you?
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,"Don't worry, * is easy once have ingredients!"
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai & have to reach before 4'o clock so call me plz
ham,Dear how you. Are you ok?
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
ham,Gam gone after outstanding innings.
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
ham,Haha... can... But i'm having dinner with my cousin...
ham,Sorry * was at the grocers.
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
ham,You are not bothering me but you have to trust my answers. Pls.
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
ham,Call me when u finish then i come n pick u.
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,"Sorry, I can't help you on this."
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
ham,"A gram usually runs like  # , a half eighth is smarter though and gets you almost a whole second gram for  #"
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
ham,U guys never invite me anywhere :(
ham,Ok. There may be a free gym about.
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
ham,Go where n buy? Juz buy when we get there lar.
ham,"Hi this is yijue, can i meet u at 11 tmr?"
ham,Pls i wont belive god.not only jesus.
ham,Then anything special?
ham,Hey... Why dont we just go watch x men and have lunch... Haha 
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
ham,"Alright omw, gotta change my order to a half8th"
ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
ham,Uhhhhrmm isnt having tb test bad when youre sick
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... 
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
ham,my ex-wife was not able to have kids. Do you want kids one day?
ham,Dhoni have luck to win some big title.so we will win:)
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. "
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
ham,Die... Now i have e toot fringe again...
ham,"Short But Cute: Be a good person, but dont try to prove it.. .Gud noon...."
ham,Please sen :)my kind advice :-)please come here and try:-)
ham,Okay. I've seen it. So i should pick it on friday?
ham,"Not sure yet, still trying to get a hold of him"
ham,Thanks for loving me so. You rock
ham,Yep then is fine 7.30 or 8.30 for ice age.
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
ham,Its sarcasm.. .nt scarcasim
spam,You have been specially selected to receive a 3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
ham,What was she looking for?
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
ham,Oh ok.. Wat's ur email?
ham,"Wow that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
spam,For your chance to WIN a FREE Bluetooth Headset then simply reply back with ADP
ham,Stupid.its not possible
ham,says the  #  year old with a man and money. I'm down to my last  # . Still waiting for that check.
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
ham,A bloo bloo bloo I'll miss the first bowl
ham,Wot about on wed nite I am 3 then but only til 9!
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
ham,I need you to be in my strong arms...
ham,Your body is perfect!
ham,U GOIN OUT 2NITE?
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,", how's things? Just a quick question."
ham,I guess it is useless calling u 4 something important.
spam,FreeMsg>FAV XMAS TONES!Reply REAL
ham,Ok..
ham,That's necessarily respectful
ham,Nt yet chikku..simple habba..hw abt u?
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?
ham,I'm working technical support :)voice process.
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
ham,Oh dang! I didn't mean o send that to you! Lol!
ham,How abt making some of the pics bigger?
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham,"Come to mu, we're sorting out our narcotics situation"
ham,Horrible bf... I now v hungry...
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
ham,Understand. his loss is my gain :) so do you work? School?
ham,Ok... C ya...
ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u & u have to fight for ur self & win the battle. -VIVEKANAND- G 9t.. SD.."
ham,"Good stuff, will do."
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
ham,All e best 4 ur driving tmr :-)
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,"Sorry, I'll call later in meeting"
ham,WHITE FUDGE OREOS ARE IN STORES
ham,Guessin you ain't gonna be here before 9?
ham,You'll never believe this but i have actually got off at taunton. Wow
ham,"Geeeee ... Your internet is really bad today, eh ?"
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
ham,Great! How is the office today?
ham,For my family happiness..
ham,Have you bookedthe hut? And also your time off? How are you by the way?
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,Thanks for picking up the trash.
ham,"No, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him sleep with me"
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
ham,"K, want us to come by now?"
spam,Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send go stop to 89123
ham,yay! finally lol. i missed our cinema trip last week :-(
ham,If I die I want u to have all my stuffs.
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
ham,Staff of placement training in Amrita college.
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
ham,"Nah, I'm a perpetual DD"
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
ham,Lol or I could just starve and lose a pound by the end of the day.
ham,You got called a tool?
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,What you doing?how are you?
